keytag,type,typecode,adname,tel,address,pname,biz_type,cityname,atag,name,location,rating,cost
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,萧山区,0571-82789177;13336079077;18857229088,金城路418号(金鸡路地铁站D口步行210米),浙江省,diner,杭州市,"天鹅蛋,目鱼仔,腊味煲仔饭,六头鲍,牛上脑,澳带,海鲜馄饨,深水虾,十头鲍,澳洲生蚝,膏鱿,海螺,三品组合,豆腐鱼,八爪鱼,蚝仔烙,双层肥牛,三文鱼刺身,三文鱼,小火锅,牛肉,生蚝,双人餐",德悦东海怡品海鲜姿造(萧山金城路店),"120.256306,30.180960",4.8,151
海鲜餐厅,餐饮服务;中餐厅;海鲜酒楼,050119,滨江区,18072858989,长河街道江南大道1038号·免费停车·沿街店铺·生猛海鲜·现捞活杀·独立包厢·宴请首选,浙江省,diner,杭州市,双人餐,德悦悦品海鲜姿造·海鲜和牛火锅·商务宴·家宴(滨江长河店),"120.194521,30.198417",4.8,168
江浙菜,餐饮服务;中餐厅;中餐厅,050100,西湖区,18157169898,紫宣路18号君亭酒店4楼,浙江省,diner,杭州市,"果木烤鸭,松叶蟹,金华两头乌红烧肉,油条虾仁,黄贡椒蒸白条,十五年陈皮烧甲鱼,鳝丝,双人餐,烤鸭,点心,牛肉,东坡肉配酒酿馒头",東喜記·名厨浙宴(西湖店),"120.076370,30.311801",4.7,142
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,拱墅区,0571-88033153,上塘街道霞湾巷228号(香积寺地铁站D口步行490米),浙江省,diner,杭州市,"椒盐虾菇,小厨师东坡鸡,白灼小螺,蒜蓉粉丝蒸扇贝,美味倒立蟹,家养黄鱼烧年糕,海鲜炒粉干,葱油花蛤,扇贝,潮州卤汁煎豆腐,烤虾,大对虾,砂锅水冬荠菜,卤鸡爪,腐皮青菜,北京烤鸭,宵夜,小炒黄牛肉,湘味炒牛肉,小炒黄牛肉,酸辣粉",小厨师沈家门海鲜(胜利河店),"120.152854,30.296873",4.7,128
中餐,餐饮服务;中餐厅;海鲜酒楼,050119,萧山区,0571-85033168;18958065220,盈丰街道平澜路277号浙江商会大厦,浙江省,diner,杭州市,海鲜大排档,黄龙海鲜大排档(钱江世纪城店),"120.240706,30.238396",4.7,134
海鲜,餐饮服务;中餐厅;中餐厅,050100,余杭区,13777375213;18357159920,西溪八方城10幢125号,浙江省,diner,杭州市,"秘制猪蹄凤爪,网红烤乳猪,羊肉串,田鸡鸭舌焗焗煲,无花果七层塔鸡煲,小龙虾,生焗六月黄螃蟹,脆皮烤鸡,新品【美蛙鱼片锅,网红火焰海螺,养生无花果鸡煲,虎皮凤爪,砂锅焗牙鸟片鱼头,花雕酒熟醉龙虾,砂锅焗皮皮虾,螃蟹,双人餐,鸡肉",三两好友深夜食堂·焗海鲜·烤乳猪·脆皮烤鸡(西溪八方城店),"120.044630,30.290674",4.7,98
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,上城区,18072729889,杭州大厦501城市广场西子国际A座3-4层,浙江省,diner,杭州市,"金牌凤爪,佛跳墙,帝王蟹三部曲,锦绣刺身拼,咖喱焗波士顿龙虾,五谷鲍汁关东辽参,牛肉,杨枝甘露",德悦海鲜(杭州大厦501广场店),"120.203763,30.258220",4.7,202
江浙菜,餐饮服务;中餐厅;中餐厅,050100,上城区,15158008902,严家路运河映巷影视文化街区336号,浙江省,diner,杭州市,"滋补羊排汤（好羊）,麻辣小龙虾,黄金汤圆,熟醉沼虾,黑蒜糖醋里脊,醉蟹,面拖小黄鱼,招牌豉油虾,泡椒牛蛙,响油鳝丝,乾炸寧波湯圓,红烧杂鱼,椒麻鸡,黄豆煮猪尾,鲍鱼生炒仔鸡,梭子蟹年糕,卤大肠,酸菜鱼,脆皮大肠,红烧肉,波士顿龙虾麻婆豆腐,黃魚年糕,宋嫂鱼羹,长街蛏子,一大份千层肚,黄鱼年糕,家常菜,牛肉,脆皮大肠,年糕,点心,私房菜,鲍鱼,鸡肉,小龙虾,特色菜",寻味江南(运河映巷街区店),"120.205778,30.274033",4.6,124
小龙虾,餐饮服务;中餐厅;中餐厅,050100,滨江区,18968068563,滨盛路3867号宝龙城(诚业路地铁站C口步行470米),浙江省,diner,杭州市,"小龙虾,大闸蟹,梭子蟹,海鲜大排档",赵姑娘海鲜大排档·梭子蟹·烧烤(杭州总店),"120.167352,30.189493",4.7,87
中餐,餐饮服务;中餐厅;中餐厅,050100,拱墅区,0571-88399333;15715759779,上塘街道隽逸久运金座1号楼2F-3F,浙江省,diner,杭州市,双人餐,环海渔宴·江浙菜·海鲜(沈半路店),"120.167075,30.325725",4.7,139
海鲜,餐饮服务;中餐厅;中餐厅,050100,滨江区,0571-85196063,滨盛路1863号1层,浙江省,diner,杭州市,"招牌胡椒猪肚鸡,清凉桃胶,乔村臭豆腐,酸菜龙利鱼,招牌沃豆腐,牛肉炒饭,葱油花蛤,酱爆螺蛳,十三香龙虾,手撕羊排,海鲜面,鱼头豆腐煲,酱爆茄子,酸汤肥牛,凉拌木耳,小龙虾,鸡肉,羊肉,生蚝,桂花糕,桂花米糕",乔街深夜食堂(杭州总店),"120.203281,30.206993",4.8,120
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,临平区,0571-89285777;15605712097,南苑街道人民大道393号1幢101,浙江省,diner,杭州市,"双层肥牛,相间肥牛,石斑鱼,麻婆豆腐波斯龙,六头鲍,沸腾老虎斑,山笋火腿老鸭煲,堂涮雪花牛肉,远年花雕蒸长脚蟹,深水虾,老虎斑,红毛蟹,石斛海底椰炖唐排,家常菜,麻婆豆腐",德悦家宴(临平店),"120.299373,30.409682",4.7,169
面馆,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,13758256601,如家精选酒店东门旁(龙翔桥地铁站C口步行200米),浙江省,diner,杭州市,"单人餐,双人餐",蟹满皇·蟹黄面(西湖湖滨店),"120.163988,30.252453",4.6,76
江浙菜,餐饮服务;中餐厅;中餐厅,050100,西湖区,0571-86793777;0571-87777878;13958138989,三墩镇厚仁路158号厚韵大厦3-4层,浙江省,diner,杭州市,"刺身,帝王蟹,汤面,烤乳鸽,蟹肉,麻婆豆腐,烤鸡,红烧肉,螃蟹,鲍鱼",名人名家·浙菜(三墩店),"120.081353,30.326930",4.7,245
海鲜,餐饮服务;餐饮相关场所;餐饮相关,050000,滨江区,0571-88793736,阡陌路341-343号星耀中心3幢1层(滨江银泰D座对面),浙江省,diner,杭州市,"纯正宁夏盐池滩羊系列,砂锅清炖羊汤,小炒黄牛肉,生蚝,小龙虾,鸡肉",乔街深夜食堂(滨江银泰店),"120.223075,30.201137",4.8,120
江浙菜,餐饮服务;中餐厅;中餐厅,050100,余杭区,0571-88079977,闲林中路291号16幢,浙江省,diner,杭州市,"双人餐,豆腐",唐院宋潮·江鲜宴,"119.988300,30.225699",4.7,137
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,上城区,18069815410,高德置地广场四层402商铺(市民中心地铁站出入口旁),浙江省,diner,杭州市,"帝王蟹三部曲,锦绣刺身拼,咖喱焗波士顿龙虾,葱烧海参,白切湛江鸡,五谷鲍汁关东辽参,养生菌皇功夫汤,金牌凤爪,明炉雪花牛肉,肉饼蒸青膏蟹,德悦生煎包,五谷金汤鲜茄烩大连鲍,明炉堂涮阿拉斯加帝王蟹,老北京酥肉,龙虾汤泡饭,沙蒜绿豆面,佛跳墙,风范汁焗小青龙,砂锅焗南瓜,啫啫蚝仔烙,小炒黄牛肉,帝王蟹,点心,生煎包,生蚝,肠粉,虾仁,三文鱼,大虾,杨枝甘露,蛋挞,螃蟹,蟹肉,鲍鱼,鸡爪",德悦海鲜(钱江新城店),"120.208646,30.243565",4.7,150
江浙菜,餐饮服务;中餐厅;中餐厅,050100,临平区,15868819981,星桥街道天都大道67-13号,浙江省,diner,杭州市,"小酥肉,水煮肉片,烤鸭,筒骨老鸭煲,东坡肉,北京烤鸭,红烧肉,酸菜鱼,杭三鲜",江南宴宴会中心,"120.257474,30.387252",4.7,74
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,余杭区,0571-86687117,五常大道联胜路6号天虹购物中心杭州西溪店1F门入口(肯德基旁),浙江省,diner,杭州市,"大黄鱼烧豆面,红米鲜虾脆皮肠粉,熟醉沼虾,至尊青龙汇,挪威三文鱼,特级红膏呛蟹,黑松露瑶柱QQ饭,生涮雪花牛肉,鲍鱼海肠捞饭,高压锅生蚝,海肠捞饭,螃蟹,生蚝,蟹肉,鲍鱼,龙虾",环球渔市,"120.029774,30.244326",4.8,90
自助餐,餐饮服务;中餐厅;海鲜酒楼,050119,萧山区,0571-82753939,新塘街道通惠南路667号5层517M-518M号,浙江省,diner,杭州市,"欢迎新老顾客进店体验,小龙虾,烤肉,牛肉,生蚝,自助餐,螃蟹",山海盟海鲜烤肉自助餐厅(萧山银泰店),"120.285953,30.143766",4.7,121
海鲜,餐饮服务;餐饮相关场所;餐饮相关,050000,拱墅区,0571-86806337,凤起路539-3号(凤起路地铁站E口步行310米),浙江省,diner,杭州市,"生蚝,羊肉,鸡肉,宵夜,牛肉,小龙虾,桂花糕,桂花米糕",乔街深夜食堂(凤起路店),"120.159470,30.263088",4.7,120
水产海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,西湖区,0571-88189279,西溪路588号美帆广场2层,浙江省,diner,杭州市,"豆豉辣炒梭子蟹年糕,深海有机大黄鱼,石斛小炒肉,鲍鱼红烧肉,红烧红虾,古法鲜桂花黄鱼汤,啫啫荔浦香芋煲,蝤蠓,低温煮美国牛肋骨,沙蒜豆面,家烧三鲜,满鲜鸡汁大黄鱼,家常菜,特色菜,生蚝,小海鲜,小炒肉,油条,牛肉,特色小吃,蟹肉,蟹黄,大闸蟹,年糕,豆腐,面食",铁定鲜乐清湾小海鲜,"120.103088,30.262607",4.7,143
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,西湖区,0571-85269177;18768226604,文一西路益展商务大厦2楼208室,浙江省,diner,杭州市,"十头鲍,膏鱿,海螺,三品组合,豆腐鱼,八爪鱼,蚝仔烙,双层肥牛,三文鱼刺身,天鹅蛋,目鱼仔,腊味煲仔饭,六头鲍,牛上脑,澳带,海鲜馄饨,深水虾,刺身,煎包,鲍鱼,三文鱼,帝王蟹,料理,海鲜市场,肥牛,小火锅,小酥肉,特色菜,现捞",德悦悦品海鲜姿造(文一路),"120.117046,30.286779",4.8,235
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,余杭区,18968091720;19941475808,西溪堂2幢绿汀路21-14-15室,浙江省,diner,杭州市,"双人餐,小炒黄牛肉",渔歌和宴.原烹平价海鲜餐厅(西溪堂店),"119.991869,30.276781",4.7,136
海鲜,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;海鲜酒楼,050117|050119,萧山区,0571-83707788;0571-83707799,宁围街道明华国际中心,浙江省,diner,杭州市,"黄金雪蟹,葱油饼鹅肝,云南爆浆豆腐,五头鲍,糖醋松板肉,观炉大油条,澳龙,皇帝蟹,虾菇王,基围虾,帝王蟹姿造,菌菇,澳洲龙虾姿造,手切牛肉粒,鲜活黄金马粪海胆,红毛蟹姿造,帝王蟹,雪蟹,和牛煎包,南海东星斑,豪华刺身拼盘,炝拌大海螺,极品和牛,东星斑姿造,私房小鲍鱼,环球贝类拼盘,老虎斑姿造,观炉,云南菌菇拼盘,大蓝龙,东星斑,刺身,双人餐,牛肉",观炉·海鲜姿造·大事之选,"120.252689,30.230537",4.8,489
中餐,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-85286767,平海路27号-2(龙翔桥地铁站D口步行350米),浙江省,diner,杭州市,"椒盐水潺,台州香肠,温州鸭舌,酒香红烧肉,京葱烧章鱼,蒜蓉粉丝蒸生蚝(个),姜汁炖蛋,鲳鱼烧年糕,醉白虾,沙蒜豆面,口味螺丝,腌茭白,小海鲜,小炒黄牛肉",小家居·台州小馆(杭州首店),"120.168137,30.253975",4.7,120
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,拱墅区,13738120402,吉如路88号4号楼一楼98-2,浙江省,diner,杭州市,牛肉,上岸·鲜·辣炒小海鲜(LOFT49店),"120.128311,30.321331",4.6,112
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,余杭区,15988860056;19157675753,爱橙街人才公寓南门2-1,浙江省,diner,杭州市,"生蚝,大排档,烤鸡,肥肠,鸡肉",老纪蚝宅(爱橙街店),"120.016769,30.274701",4.8,109
海鲜,餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;综合酒楼,050119|050101,拱墅区,0571-85389177,朝辉路108号,浙江省,diner,杭州市,"黄金炸带鱼（小份）,招牌江南红烧肉,蛏子烧豆面,豪华刺身拼盘,藏鲜中包,澳门脆皮乳鸽,沸腾东星斑,金牌海山骨,堂焗松叶蟹,三杯珍宝蟹,砂锅菜油焗南瓜,十八秒竹荪黄鱼羹,藏鲜舟山风带鱼,招牌江南红烧肉（小份）,藏鲜东坡鸡,咸香骨芥菜煲,藏鲜鱼头皇,糖醋排骨,蔬菜沙拉,拌饭,烤鸭,特色菜,砂锅菜,脆皮乳鸽,鸭肉,三道菜,蟹肉,豆面,藏鲜葱包烩",藏鲜工坊(朝晖店),"120.177092,30.279137",4.7,120
江浙菜,餐饮服务;中餐厅;中餐厅,050100,西湖区,0571-86628227;18626870777,教工路36号欧美中心3号楼4层,浙江省,diner,杭州市,"年糕烧大黄鱼,可可大福,主厨油卤鲍鱼鸭,府跳墙,大闸蟹,青花椒蒸老虎班,黄椒酱蒸东星斑,闽东壹号大黄鱼,国宴菌皇汤,干炸东海大黄鱼,花雕酒蒸大闸蟹,万紫千红九肚鱼,虎跑泉水牛肉,浓汤过桥东星斑,特色蒸东星斑,鱼籽酱蜂窝玖肚鱼,千岛湖生态白条,葱烧第三代活海参,双人餐,点心,牛肉,招牌陈皮人参老鸭煲",龙井御庄·精致江南菜(黄龙店),"120.136825,30.274425",4.7,368
鱼,餐饮服务;中餐厅;中餐厅,050100,淳安县,18868776600,阳光路219-221号,浙江省,diner,杭州市,"单人餐,双人餐,鸿运招牌剁椒鱼头,十八秒小炒黄牛肉",锦遇·唐风宋韵灶台鱼里·正宗淳牌鱼,"119.038743,29.622320",4.7,71
中餐,餐饮服务;中餐厅;海鲜酒楼,050119,拱墅区,19906797068,二圣庙前58号忠望公寓B座1层,浙江省,diner,杭州市,"廟街風沙雞,椒盐濑尿虾,招牌奶油虾,避风塘炒蟹,秘制脆肠,鸡蛋炒米粉,大排档,海鲜大排档,牛肉",今晚食乜餸海鲜大排档,"120.169914,30.262864",4.8,118
小龙虾,餐饮服务;中餐厅;中餐厅,050100,拱墅区,18857585204;19106599768,万达金街东区2幢123-125号,浙江省,diner,杭州市,"双人餐,大排档,烤肉,超级麻辣小龙虾,口味虾",王大力·活龙虾江湖菜大排档(夜宵·拱墅万达店),"120.121652,30.331428",4.6,69
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,余杭区,0571-85857177;18989885177,余杭塘路2301号海智中心2号楼(良睦路地铁站D口步行430米),浙江省,diner,杭州市,牛肉,康乐渔港(杭州未来科技城店),"120.011589,30.286307",4.7,172
海鲜餐厅,餐饮服务;中餐厅;海鲜酒楼,050119,萧山区,0571-83530777,萧山区经济技术开发区建设一路651号(恒皇棋牌1层),浙江省,diner,杭州市,"双人餐,家常菜",强子海鲜(建设一路店),"120.255534,30.194576",4.7,134
自助餐,餐饮服务;中餐厅;中餐厅,050100,拱墅区,0571-85175628,石桥街道石祥路138号中大银泰城购物中心F2层L216L216b号,浙江省,diner,杭州市,",烤肉,牛肉,小龙虾,自助餐,烤串",山海盟海鲜烤肉自助餐厅(中大银泰店),"120.175367,30.327127",4.6,132
烧烤,餐饮服务;餐饮相关场所;餐饮相关,050000,拱墅区,0571-88032695,祥符街道莫干山路813号大悦城G幢1层悦街3-125至129,浙江省,diner,杭州市,"双人餐,三鲜韭菜盒子",麻爪·大连特色海鲜烧烤(杭州大悦城店),"120.128568,30.300547",4.7,105
烧烤,餐饮服务;中餐厅;中餐厅,050100,拱墅区,19106533368,武林街道长寿路2号交汇处,浙江省,diner,杭州市,双人餐,凹凹板正一把串·深夜食堂,"120.160761,30.259702",4.6,88
火锅,餐饮服务;中餐厅;中餐厅,050100,临平区,0571-83891279,南大街361号,浙江省,diner,杭州市,大排档,宽马记大排档·热鲜牛肉海鲜火锅(临平店),"120.309627,30.400431",4.7,106
江浙菜,餐饮服务;中餐厅;海鲜酒楼,050119,拱墅区,15372076086,中山北路8-3号,浙江省,diner,杭州市,小海鲜,友·小海鲜bistro,"120.169698,30.258792",4.7,116
海鲜餐厅,餐饮服务;中餐厅;海鲜酒楼,050119,上城区,0571-87383320;18158533099,彭埠街道新塘路672号中豪五星国际广场2幢201室,浙江省,diner,杭州市,"葱油梭子蟹,带膏沼虾,皮皮虾,活章鱼,倒立红膏蟹,象山咸抢蟹,带膏皮皮虾,小龙虾,海鲜大排档,大排档,年糕",城东海鲜大排档(中豪五星国际店),"120.223238,30.290292",4.7,107
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,西湖区,0571-85125508;13958044715,杭大路1号黄龙世纪广场B座三楼,浙江省,diner,杭州市,"海鲜,海瓜子,红膏蟹,倒笃蟹,鱼豆腐,红烧鱼子,梭子蟹,红烧鲳鱼,龙虾,盐锔蛏子,野生大黄鱼,墨鱼蛋,蒜蓉对虾,红烧小黄鱼,跳跳鱼,双人餐",象山石浦海鲜城(杭大路店),"120.140396,30.267996",4.7,134
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,拱墅区,18989328293,天水街道延安路468号1号楼2号门101-2,浙江省,diner,杭州市,双人餐,舟舢海鲜小馆·舟山小海鲜(西湖店),"120.164729,30.265147",4.6,92
烤鱼,餐饮服务;中餐厅;中餐厅,050100,上城区,0571-86078112,平海路124号杭州湖滨88B1层,浙江省,diner,杭州市,"烤鱼,薯条,芝士,鸭头,年糕",炉鱼(杭州湖滨88店),"120.162399,30.254184",4.5,60
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,钱塘区,0571-87131626,下沙街道银沙路166号一层A106-A107,浙江省,diner,杭州市,"大排档,小炒黄牛肉,小海鲜,牛肉",英子小海鲜(下沙新视界未来中心店),"120.333383,30.299201",4.7,94
海鲜,餐饮服务;中餐厅;中餐厅,050100,滨江区,0571-86026799,星光国际广场1幢一期三楼,浙江省,diner,杭州市,"深水虾,双层肥牛,帝王蟹,象拔蚌拼三文鱼,六头鲍,澳带,老虎斑,八爪鱼,长脚蟹姿造,澳龙姿造,活海参,牛肉,生蚝,农家小炒肉,螃蟹",德悦悦品海鲜姿造(星光店),"120.209219,30.207021",4.7,134
小龙虾,餐饮服务;中餐厅;中餐厅,050100,西湖区,0571-88020065,紫荆花北路188号4幢206室(肉本家烤肉楼上),浙江省,diner,杭州市,"宵夜,鸡肉,小龙虾,生蚝",乔街深夜食堂(紫金港店),"120.092613,30.307107",4.7,120
海鲜,餐饮服务;中餐厅;中餐厅,050100,萧山区,18758121280,博学路827号,浙江省,diner,杭州市,"双人餐,鸡肉",三两好友深夜食堂(萧山万象汇店),"120.268253,30.188462",4.6,97
海鲜餐厅,餐饮服务;中餐厅;海鲜酒楼,050119,拱墅区,15355458866,拱苑路87-5号,浙江省,diner,杭州市,"荔梅南麂大黄鱼,平阳猪头片,温州海鲜炒粉干,椒盐皮皮虾,温州蟹生,木瓜蒸膏蟹,温州油炸,非遗九层糕,温州鱼丸汤,大排档,面面",浙C老邻舍海鲜餐厅(西城海错店),"120.112506,30.296449",4.7,115
火锅,餐饮服务;中餐厅;火锅店,050117,西湖区,0571-81108177,满觉陇路1-1号C幢,浙江省,diner,杭州市,"牛肉,杨枝甘露,龙虾",玲姐·海鲜火锅(满觉陇店),"120.134807,30.216973",4.7,657
水产海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,余杭区,0571-88637799;0571-88737799;18069807799,余杭塘路2853号杭州科技城宝龙广场L1/L2层024/022号,浙江省,diner,杭州市,双人餐,德悦悦品海鲜姿造(未来科技城宝龙广场店),"119.988243,30.279506",4.7,132
潮汕火锅,餐饮服务;中餐厅;火锅店,050117,西湖区,15381107101,金色西溪·B座(蒋村地铁站出入口步行490米),浙江省,diner,杭州市,"闽南芭乐茉莉柠檬茶,卤牛腩,牛肉",梅溪徐记鲜牛肉火锅·烧烤(西溪天街外街店),"120.068933,30.291619",4.7,114
江浙菜,餐饮服务;中餐厅;中餐厅,050100,拱墅区,0571-87172983,候圣街99号财智顺丰创新中心1幢2单元3F,浙江省,diner,杭州市,"万人迷波龙,果木烤和牛战斧,果木烤和牛雪花,雪菜烧东海鲳鱼,果木烤和牛T骨,蓝莓山药,风生水起,干煎鲳鱼,果木烤鸭,水晶牛肉粒,鲜莲火腿蒸竹林鸡,八鲜过海,家烧东海黄鱼配年糕,香芋冬瓜烧鳝鱼,小炒黄牛肉,豆腐,牛肉,羊肉,年糕,鲍鱼",乾珑汇小鲜(顺丰·创新中心店),"120.148473,30.344324",4.7,176
自助餐,餐饮服务;餐饮相关场所;餐饮相关,050000,钱塘区,0571-86938285,下沙街道金沙大道560号龙湖杭州金沙天街L3层,浙江省,diner,杭州市,"小龙虾,烤肉,牛肉,鸡肉",牛小新烧肉·和牛放题(龙湖杭州金沙天街店),"120.326218,30.310314",4.6,171
中餐,餐饮服务;中餐厅;潮州菜|餐饮服务;中餐厅;海鲜酒楼,050123|050119,萧山区,0571-82345676,永久路永久桥头(佳友记),浙江省,diner,杭州市,"酸菜鱼,鸡肉,点心,烧腊,砂锅粥",佳友记·潮汕海鲜砂锅粥,"120.272462,30.172654",4.7,112
海鲜,餐饮服务;餐饮相关场所;餐饮相关,050000,萧山区,19157918677,宁围街道市心北路2000号归谷大厦4F-01,浙江省,diner,杭州市,家常菜,强子海鲜(奥体店),"120.255831,30.236218",4.6,146
江浙菜,餐饮服务;餐饮相关场所;餐饮相关,050000,临平区,15868686668,南苑街道南大街267号1层,浙江省,diner,杭州市,"双人餐,单人餐",台舟半岛·台州菜·小海鲜(临平店),"120.309068,30.406605",4.6,100
烧烤,餐饮服务;中餐厅;中餐厅,050100,滨江区,13656647492,江南大道3788号105室,浙江省,diner,杭州市,"碳烤蒜蓉肉末大茄子,花雕烟雨醉沼虾,招牌网红湫湫海鲜大咖,手工黄鱼响铃,秘制口水罗氏虾系列,江西黄豆焖鸡爪,醉香江南六月黄,炭火招牌牛蛙系列,炭火鲜鲜卤牛杂锅仔,秘制干煸小龙虾（麻辣鲜香）,重庆香辣迷踪蟹系列,弹掉牙粉耗子牛腩,衢州镇店鸭三宝,潜江酱爆小龙虾（历久留香）,糯糯紫苏鸡皮（三串）,蒜苗精品牛肋条（三串）,陈皮冰镇精品小龙虾,西北私房麻辣拌,麻婆豆腐烩猪脑砂锅,炭火朝天鲜羊蝎子锅仔,马勺沸腾虾滑,漫天雪花牛小筋,青椒虾滑（二串）,撸串,海鲜大咖,虾滑,海鲜烧烤,牛腩,罗氏虾,鸡皮,龙虾",签约·肆酒撸串·海鲜烧烤季·团建精酿酒馆(滨江店),"120.162751,30.184096",4.7,60
主题餐厅,餐饮服务;中餐厅;中餐厅,050100,西湖区,0571-88360888,紫金港路21号西溪天堂(西南角),浙江省,diner,杭州市,"椒香鲜鲍,藏鲜中包,招牌江南红烧肉,澳门脆皮乳鸽,沸腾东星斑,金牌海山骨,招牌江南红烧肉（小份）,咸香骨芥菜煲,藏鲜鱼头皇,黄金炸带鱼（小份）,花胶鱼头皇,黄金带鱼,蛏子烧豆面,堂焗松叶蟹,意大利黑醋肉饼蒸三门青蟹,蒲瓜烧台州蛏子,麻酱牛舌,十八秒竹荪黄鱼羹,藏鲜舟山风带鱼,麻酱,小龙虾,豆腐,红烧肉,鱿鱼",藏鲜工坊·西悦餐厅(西溪店),"120.087535,30.265105",4.7,120
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,上城区,13566882888,德胜东路3355号一楼,浙江省,diner,杭州市,"小海鲜,小炒黄牛肉,小炒肉,爆炒螺丝,炒螺蛳",台舟半岛·小海鲜餐厅·台州菜(九堡店),"120.276052,30.313798",4.7,140
海鲜火锅,餐饮服务;中餐厅;火锅店|餐饮服务;茶艺馆;茶艺馆,050117|050600,西湖区,15336500777,文二西路西溪国家湿地公园慢生活街区C218号,浙江省,diner,杭州市,"下午茶,双人餐,杨枝甘露",西溪丽锅·牛肉海鲜火锅·新浙菜,"120.070032,30.274841",4.7,180
火锅,餐饮服务;中餐厅;火锅店,050117,上城区,0571-86526888,市民街200号圣奥中央商务大厦3层,浙江省,diner,杭州市,"牛肉,鸡肉",鼎库港味海鲜火锅(圣奥中央商务大厦店),"120.206871,30.242463",4.7,452
海鲜,餐饮服务;中餐厅;海鲜酒楼,050119,钱塘区,0571-87800777,钱塘区经济技术开发区6号大街467-3号,浙江省,diner,杭州市,"双人餐,臭豆腐,宋嫂鱼羹,上海熏鱼,绍兴臭豆腐",杭越海鲜·宁波味道(下沙店),"120.360270,30.299595",4.7,151
江浙菜,餐饮服务;中餐厅;中餐厅,050100,余杭区,13484000720,仓前街道龙泉路2号崇安云谷三号楼,浙江省,diner,杭州市,"笋干菜烧河虾,大漠烤羊排,糖心蛋红烧肉,家烧千岛湖鱼头,鲍鱼焖猪脚,泉水土鸡汤,土猪肉蒸青蟹,小炒肉,特色小吃,酸汤肥牛,大闸蟹,素菜,螃蟹,三文鱼,农家菜,土猪肉",沈府家宴(未来科技城店),"119.988730,30.282669",4.7,141
牛肉火锅,餐饮服务;中餐厅;火锅店,050117,滨江区,0571-88817778,丹枫路676号香溢大厦4楼,浙江省,diner,杭州市,牛肉,德天肥牛海鲜火锅(滨江一店),"120.213994,30.212248",4.7,191
海鲜,餐饮服务;中餐厅;浙江菜,050106,临平区,18958136670,东湖街道杭辰星万里5幢202室,浙江省,diner,杭州市,"秘制豆腐,海鲜大咖,招牌土酱鱼头,椒麻牛蛙,泰式凤爪,螺丝椒排骨,临平老三鲜,湘味小野笋,牛腩牛筋,蛋黄南瓜,毛血旺,红烧牛肉面,螃蟹,鱼香肉丝,炒面,红烧肉,剁椒鱼头,东坡肉,糖醋排骨,茄子,鱼头",洪星渔庄·临平菜(星万里店),"120.221491,30.460089",4.7,75
水产海鲜,餐饮服务;中餐厅;中餐厅,050100,滨江区,19357188761,长河街道国慷路509号英冠滨悦城商场二楼,浙江省,diner,杭州市,"招牌海鸭汤,沙蒜豆面,海鸭蛋,蟹骨酱,油浸带鱼,红糖年糕,海肠捞饭,熏鱼三拼,大排档",佬太公海鲜·象山大排档(杭州首店),"120.172336,30.192728",4.7,110
中餐,餐饮服务;餐饮相关场所;餐饮相关,050000,上城区,18857635763,通盛路389号一楼10号,浙江省,diner,杭州市,家常菜,久米半岛(新台州菜),"120.275638,30.312092",4.7,133
虾蟹火锅,餐饮服务;中餐厅;火锅店,050117,上城区,0571-56979997,新风路619号汇和城3层F3-9室,浙江省,diner,杭州市,"大闸蟹,鲜切牛肉",瀛海牛·鲜切牛肉海鲜火锅,"120.204606,30.293935",4.7,108
海鲜火锅,餐饮服务;中餐厅;海鲜酒楼,050119,上城区,0571-88017707,艮山西路286号-10,浙江省,diner,杭州市,"螃蟹,波格力蟹,泰国海鲜虾,七欣饼,手打鲜虾滑,蔬菜拼盘,豆制品组合,黑鱼片,蛋炒饭,营养拼盘,芋艿饼,金银小馒头,鸭血,土豆,火锅面,双人餐",七欣天(艮山西路店),"120.190111,30.276076",4.6,129
